Date,A1,A7,A30,AR2,AR7,AR30,New User,NU R2,NU R7,NU R30,NU R2_Abs,NU R7_Abs,NU R30_Abs,Revival7,Revival7 R2,Revival7 R7,Revival7 R30,Revival30,Revival30 R2,Revival30 R7,Revival30 R30,C7,C7 Rate,C30,C30 Rate,Retained 7,New User A7,Revival 7 A7,Retained 30,New User A30,Revival 30 A30,EO Month
2023-10-24,3553661,7667601,14426896,72.34%,58.79%,48.60%,103075,42.60%,17.00%,6.80%,43863,17496,7004,208900,36.30%,20.80%,16.30%,81710,38.40%,19.30%,12.30%,2407880,31.30%,8234880,49.90%,5290856,893242,1483503,8278624,3939275,2208997,0
2023-10-25,3569197,7645808,14374930,73.48%,60.25%,49.67%,103630,43.80%,16.90%,6.90%,45434,17565,7164,213743,37.40%,21.50%,16.70%,83038,39.60%,19.10%,12.70%,2448036,31.60%,8151279,49.80%,5301169,882956,1461683,8227788,3925188,2221954,0
2023-10-26,3813812,7642363,14390626,74.14%,61.74%,50.63%,127835,44.80%,17.20%,7.60%,57210,22010,9663,269966,40.00%,22.60%,18.00%,105569,41.00%,19.70%,13.20%,2458097,31.60%,8043323,49.50%,5329143,871611,1441609,8211971,3934708,2243947,0
2023-10-27,4137632,7601887,14447742,69.53%,59.56%,47.39%,159462,40.70%,15.00%,6.80%,64976,23885,10892,338057,34.80%,22.20%,16.10%,133925,36.30%,18.90%,11.80%,2475115,31.70%,7951322,49.20%,5321528,856848,1423511,8222075,3957021,2268646,0
2023-10-28,3957751,7556453,14393618,68.05%,62.18%,45.75%,139234,39.90%,15.80%,6.40%,55499,21936,8959,292273,33.60%,23.90%,14.90%,112730,35.40%,20.50%,11.00%,2472682,31.90%,7946568,49.10%,5281891,846350,1428212,8230106,3916693,2246819,0
2023-10-29,3661366,7529552,14260696,69.36%,62.58%,46.40%,115746,39.60%,15.80%,6.30%,45788,18293,7291,243145,33.30%,23.50%,14.60%,94213,35.80%,20.30%,11.00%,2480230,32.10%,7981523,49.30%,5248283,844344,1436925,8199210,3847774,2213712,0
2023-10-30,3463814,7530143,14136648,72.05%,61.51%,48.10%,97465,40.30%,15.00%,6.50%,39276,14613,6298,204635,35.70%,22.00%,15.30%,78977,36.90%,19.30%,11.60%,2456596,31.90%,7952742,49.40%,5234955,846447,1448741,8143316,3792144,2201188,0
2023-10-31,3735186,7673214,14159697,75.95%,57.99%,46.84%,150163,46.30%,17.30%,8.30%,69553,25994,12447,307856,43.60%,21.20%,16.10%,118109,41.60%,17.70%,11.70%,2406769,31.40%,7845498,49.10%,5260832,893535,1518847,8121810,3813915,2223972,1
2023-11-01,4162970,7899092,14291776,73.27%,56.47%,46.08%,173260,43.90%,16.10%,7.50%,76047,27883,12959,368275,41.70%,20.30%,15.50%,149525,41.10%,17.50%,11.60%,2343667,30.70%,7707536,48.60%,5302141,963165,1633786,8138319,3879999,2273458,0
2023-11-02,4197251,8051293,14421108,75.87%,55.84%,49.71%,178116,46.30%,15.80%,8.50%,82515,28103,15084,348175,44.10%,19.40%,17.50%,153839,42.90%,17.00%,13.00%,2311477,30.20%,7589431,48.20%,5330886,1013446,1706961,8154554,3943914,2322640,0
2023-11-03,4433566,8131417,14598915,71.80%,57.66%,47.71%,189617,41.50%,17.20%,7.60%,78765,32628,14318,376978,38.00%,21.10%,15.80%,169841,37.40%,18.40%,11.90%,2286082,30.10%,7463825,47.70%,5315805,1043601,1772011,8184734,4028869,2385312,0
2023-11-04,4252380,8159174,14660962,69.40%,61.67%,46.27%,158221,40.10%,18.50%,7.10%,63396,29303,11190,310491,35.90%,23.50%,15.10%,136838,35.50%,20.50%,11.30%,2284781,30.20%,7407359,47.40%,5271672,1062588,1824914,8204813,4050436,2405713,0
2023-11-05,3915419,8157321,14587187,70.74%,62.39%,47.11%,130331,40.40%,18.40%,7.20%,52589,23951,9345,250017,36.30%,23.00%,15.70%,108348,36.40%,20.30%,11.90%,2307648,30.60%,7436871,47.60%,5221904,1077173,1858244,8197472,4007397,2382318,0
2023-11-06,3713629,8125227,14508317,73.03%,61.30%,48.45%,109650,41.70%,17.20%,7.10%,45745,18863,7840,213614,37.70%,22.00%,15.80%,92258,37.90%,19.40%,11.90%,2373141,31.50%,7434954,47.60%,5157002,1089358,1878867,8172605,3963045,2372667,0
2023-11-07,3717388,8047176,14476976,72.37%,59.28%,50.23%,108477,42.00%,16.10%,7.50%,45562,17480,8104,208015,38.20%,21.20%,16.70%,90393,38.30%,18.60%,12.60%,2464415,32.10%,7344626,47.40%,5208799,1047672,1790705,8138716,3947570,2390690,0
2023-11-08,3666720,7865922,14492503,74.60%,61.16%,52.07%,106689,44.00%,17.00%,7.90%,46925,18175,8394,206135,40.40%,21.90%,17.60%,89610,40.30%,19.30%,13.00%,2647845,33.50%,7225920,47.10%,5251247,981101,1633574,8117061,3954501,2420941,0
2023-11-09,3952287,7814704,14561908,74.68%,58.74%,52.69%,129843,44.70%,16.50%,8.30%,58028,21364,10716,267430,41.90%,20.70%,19.20%,113544,41.40%,18.40%,13.90%,2711831,33.70%,7097429,46.70%,5339462,932828,1542414,8116620,3982855,2462433,0
2023-11-10,4261793,7780943,14690773,70.30%,59.08%,49.60%,158536,40.70%,17.20%,7.40%,64547,27220,11757,333083,36.60%,21.80%,17.50%,140366,36.40%,19.40%,12.80%,2737000,33.70%,6985089,46.20%,5394417,901747,1484779,8137283,4040500,2512990,0
2023-11-11,4094866,7728495,14725838,68.56%,62.81%,48.18%,140251,39.10%,18.50%,7.10%,54858,25919,9890,288250,33.90%,23.90%,16.10%,117850,34.50%,20.60%,11.90%,2762912,33.90%,6941030,46.00%,5396262,883777,1448456,8154178,4047265,2524395,0
2023-11-12,3778361,7689102,14634176,68.95%,63.90%,48.50%,116551,38.40%,18.20%,6.90%,44705,21233,8036,232512,33.10%,24.30%,15.70%,93143,34.70%,21.20%,11.60%,2760348,33.80%,6988378,46.10%,5396973,869997,1422132,8154373,3994469,2485334,0
2023-11-13,3531921,7652258,14527728,73.83%,63.02%,50.27%,97121,43.10%,17.00%,7.20%,41833,16491,7034,198210,37.60%,22.90%,16.60%,78908,39.30%,20.30%,12.50%,2733452,33.60%,6997072,46.20%,5391775,857468,1403015,8137153,3932920,2457655,0
2023-11-14,3676841,7655629,14500555,72.57%,60.42%,49.84%,106223,42.50%,16.30%,7.30%,45136,17292,7705,223195,36.90%,21.60%,16.70%,87661,38.50%,19.40%,12.50%,2655982,33.00%,6901793,45.90%,5391194,855214,1409221,8119789,3913017,2467749,0
2023-11-15,3714704,7694945,14514903,73.64%,60.38%,50.62%,111878,42.80%,16.00%,7.60%,47925,17935,8525,240349,37.80%,21.40%,17.20%,94855,38.80%,19.00%,12.60%,2484320,31.60%,6782752,45.60%,5381602,860403,1452940,8105758,3914424,2494721,0
2023-11-16,3985913,7747896,14566788,74.46%,58.27%,51.44%,133110,44.60%,15.70%,8.00%,59375,20926,10676,298597,40.90%,20.30%,19.20%,116319,41.20%,18.10%,13.70%,2401514,30.70%,6672767,45.20%,5413190,863670,1471036,8099984,3934651,2532153,0
2023-11-17,4320729,7793187,14677746,70.67%,58.08%,49.44%,165152,40.80%,16.50%,7.50%,67337,27280,12420,364469,36.80%,21.20%,17.90%,145015,37.60%,19.20%,12.80%,2353680,30.20%,6590312,44.80%,5427263,870286,1495638,8112345,3985887,2579514,0
2023-11-18,4231959,7830445,14723605,68.88%,61.48%,49.56%,152616,39.50%,17.80%,7.40%,60256,27171,11271,329484,34.40%,23.20%,17.40%,128164,36.00%,20.70%,12.60%,2318228,30.00%,6572571,44.70%,5410267,882651,1537527,8133554,3999323,2590728,0
2023-11-19,3953102,7871487,14647318,68.95%,61.55%,49.13%,128933,38.60%,17.40%,6.80%,49825,22485,8730,276597,32.60%,22.40%,16.20%,109016,35.10%,20.20%,11.90%,2295157,29.80%,6650576,45.00%,5393945,895033,1582509,8137950,3954031,2555337,0
2023-11-20,3724325,7925341,14576000,72.04%,59.86%,50.38%,112445,41.50%,16.20%,7.00%,46699,18215,7838,230130,35.40%,20.20%,16.00%,93048,37.90%,18.40%,11.70%,2258744,29.50%,6676561,45.10%,5393514,910357,1621470,8118654,3916744,2540602,0
2023-11-21,3790725,7975327,14571333,71.99%,58.54%,49.47%,119557,41.60%,15.90%,7.00%,49792,19043,8419,247176,36.00%,19.20%,15.80%,99923,38.70%,17.70%,11.60%,2251518,29.40%,6587001,44.90%,5404111,923691,1647525,8082588,3918549,2570196,0
2023-11-22,3798718,8004366,14614807,73.17%,58.86%,50.90%,118908,42.40%,15.60%,7.40%,50389,18550,8811,244936,37.10%,19.50%,16.90%,101141,39.10%,17.80%,12.40%,2273470,29.50%,6469655,44.50%,5421475,930721,1652170,8057183,3942095,2615529,0
2023-11-23,4010752,8039994,14681423,74.12%,57.18%,51.17%,137314,44.10%,15.60%,7.60%,60572,21473,10403,287554,39.90%,18.80%,18.10%,116947,41.10%,17.50%,13.40%,2284584,29.50%,6380464,44.20%,5463312,934925,1641757,8046432,3976334,2658657,0
2023-11-24,4338862,8056597,14797819,69.53%,56.92%,48.51%,167488,40.40%,16.30%,7.20%,67630,27346,12083,350817,34.70%,19.60%,16.90%,141814,36.70%,18.20%,12.50%,2309132,29.60%,6325673,44.00%,5484055,937261,1635281,8049257,4040192,2708370,0
2023-11-25,4139799,8018227,14828910,67.74%,61.98%,49.56%,145517,38.90%,18.00%,7.40%,56613,26260,10839,296330,32.80%,22.80%,17.60%,116146,35.30%,20.60%,12.90%,2355202,30.10%,6335322,44.00%,5475243,930162,1612822,8055304,4057874,2715732,0
2023-11-26,3794944,7962922,14738087,69.66%,63.48%,50.30%,119970,39.20%,17.90%,7.30%,47073,21527,8747,240766,33.00%,23.40%,17.20%,92819,35.80%,21.10%,12.70%,2412273,30.60%,6410355,44.40%,5459214,921199,1582509,8037387,4018382,2682318,0
2023-11-27,3634665,7928882,14646118,72.48%,61.82%,51.22%,104789,41.80%,16.80%,7.50%,43821,17557,7859,213045,35.70%,21.80%,17.40%,82462,38.30%,19.80%,13.10%,2468692,31.10%,6407196,44.50%,5456649,913543,1558690,7986422,3983937,2675759,0
2023-11-28,3663598,7894571,14592888,72.31%,60.42%,51.29%,105707,41.50%,16.30%,7.40%,43870,17210,7846,221269,35.70%,20.80%,17.80%,84832,38.70%,19.40%,13.30%,2508946,31.50%,6339400,44.50%,5466381,899693,1528497,7921296,3973898,2697694,0
2023-11-29,3693431,7869958,14558449,72.76%,60.07%,51.60%,105903,41.90%,16.20%,7.70%,44330,17184,8135,232632,36.20%,20.70%,17.90%,88056,39.10%,19.40%,13.30%,2530005,31.60%,6290968,44.50%,5474361,886688,1508909,7845680,3982336,2730433,0
2023-11-30,3890423,7862554,14537042,74.54%,60.07%,51.76%,124504,43.30%,16.00%,8.10%,53849,19938,10068,285136,39.10%,20.50%,18.60%,107177,40.80%,18.90%,13.80%,2543851,31.60%,6303869,44.50%,5496143,873878,1492533,7855828,3956677,2724537,1
2023-12-01,4285756,7848580,14520310,70.98%,60.41%,48.79%,156150,41.40%,17.70%,7.50%,64721,27679,11758,365802,35.60%,22.90%,17.70%,136908,37.80%,20.70%,13.10%,2559458,31.80%,6405485,44.80%,5497139,862540,1488901,7886291,3939567,2694452,0
2023-12-02,4180072,7833607,14512582,69.01%,63.47%,49.79%,141648,40.30%,19.00%,7.80%,57029,26924,11063,323735,33.70%,25.60%,18.50%,121166,36.60%,22.80%,13.90%,2553808,31.90%,6461838,44.80%,5464419,858671,1510517,7959270,3903099,2650213,0
2023-12-03,3872625,7837338,14426799,70.46%,63.61%,52.20%,121759,41.10%,18.50%,8.10%,49983,22522,9863,263027,34.80%,25.10%,19.30%,101028,38.20%,22.60%,14.60%,2527575,31.70%,6580204,45.10%,5435347,860460,1541531,8018711,3835241,2572847,0
2023-12-04,3730771,7856789,14350431,72.45%,62.08%,51.28%,110166,42.90%,17.30%,7.60%,47290,19049,8352,237044,36.60%,22.80%,17.50%,91228,39.70%,20.70%,13.30%,2505396,31.60%,6628809,45.20%,5423486,865837,1567466,8032153,3787186,2531092,0
2023-12-05,3732997,7869290,14333911,74.27%,60.42%,52.30%,112536,43.00%,15.80%,7.70%,48340,17777,8679,236035,37.80%,21.30%,18.30%,93980,40.30%,19.50%,14.10%,2486111,31.50%,6555867,44.90%,5408460,872666,1588164,8031320,3769391,2533200,0
2023-12-06,3939143,7924076,14376799,74.35%,59.52%,51.56%,123394,43.40%,16.30%,7.80%,53600,20099,9683,275062,40.80%,22.70%,19.70%,107332,41.90%,20.30%,14.50%,2457843,31.20%,6467502,44.60%,5412115,890157,1621804,8040815,3783135,2552849,0
2023-12-07,4289364,8076480,14494688,74.93%,57.70%,51.76%,153666,45.60%,16.40%,8.60%,70004,25154,13244,383692,45.90%,23.30%,22.60%,147079,45.80%,21.10%,16.80%,2392959,30.40%,6400750,44.20%,5469595,919319,1687566,8076226,3828324,2590138,0
2023-12-08,4623559,8201342,14674515,70.79%,57.95%,48.89%,181972,41.80%,17.10%,7.80%,76144,31116,14108,425079,37.60%,22.40%,18.10%,173657,40.10%,21.00%,14.40%,2340039,29.80%,6359608,43.90%,5508541,945141,1747660,8132895,3903607,2638013,0
2023-12-09,4429451,8251179,14758853,68.97%,61.77%,47.89%,158286,40.50%,18.60%,7.60%,64108,29440,11955,337235,34.40%,24.40%,16.60%,138729,37.30%,22.80%,13.00%,2329183,29.70%,6374040,43.80%,5504424,961779,1784976,8187868,3932050,2638935,0
2023-12-10,4083925,8272225,14724963,70.18%,63.17%,47.95%,129870,40.40%,18.30%,7.10%,52454,23757,9273,265544,34.50%,24.00%,15.80%,108096,37.30%,22.10%,12.30%,2336471,29.80%,6462832,44.00%,5500867,969890,1801468,8227941,3903384,2593638,0
2023-12-11,3908707,8296981,14685172,72.66%,63.22%,49.44%,114585,43.30%,17.70%,7.40%,49609,20250,8466,237843,37.10%,23.10%,16.30%,96855,40.20%,21.30%,12.60%,2341476,29.80%,6491273,44.10%,5515313,974309,1807359,8234565,3877718,2572889,0
2023-12-12,3952322,8339371,14700938,72.70%,61.63%,48.95%,119323,43.70%,17.10%,7.30%,52089,20392,8656,248629,36.90%,22.10%,15.80%,102382,40.50%,20.80%,12.20%,2339191,29.70%,6409296,43.80%,5530099,981096,1828176,8224880,3880490,2595568,0
2023-12-13,3993693,8351191,14765701,73.89%,61.64%,51.17%,125459,44.60%,17.10%,8.10%,55908,21448,10127,250714,38.80%,22.20%,17.60%,105219,42.00%,20.90%,13.60%,2367515,29.90%,6301640,43.40%,5556561,983161,1811469,8226088,3908828,2630785,0
2023-12-14,4240246,8362578,14855618,74.18%,58.78%,51.07%,145162,45.10%,15.90%,8.20%,65460,23045,11881,305495,40.20%,20.60%,18.40%,125366,42.80%,19.70%,14.10%,2417886,29.90%,6252015,43.10%,5658594,974657,1729327,8248540,3947767,2659311,0
2023-12-15,4557862,8366125,15001183,71.68%,59.43%,48.74%,182020,42.70%,17.50%,7.70%,77700,31925,13971,372358,37.40%,22.60%,17.20%,155267,40.30%,21.40%,13.20%,2485663,30.30%,6226408,42.90%,5715679,974705,1675741,8288495,4017909,2694779,0
2023-12-16,4506812,8394398,15099888,71.31%,61.67%,46.82%,177172,41.70%,18.20%,7.00%,73920,32316,12436,344871,37.80%,25.20%,16.40%,142963,40.30%,23.50%,12.30%,2530469,30.70%,6231079,42.80%,5720710,993591,1680097,8335709,4061971,2702208,0
2023-12-17,4367258,8451105,15093859,70.73%,61.28%,45.80%,155631,40.80%,17.20%,6.40%,63432,26764,10037,305411,35.20%,23.60%,15.40%,123684,38.70%,22.10%,11.50%,2546353,30.80%,6305313,43.00%,5725872,1019352,1705881,8372433,4052450,2668976,0
2023-12-18,4147281,8488266,15062763,73.53%,62.20%,47.59%,133186,43.40%,17.50%,7.00%,57736,23284,9313,252872,37.80%,23.80%,15.80%,104830,40.90%,22.10%,11.90%,2559318,30.80%,6340945,43.10%,5737663,1037953,1712650,8382660,4033020,2647083,0
2023-12-19,4183616,8525906,15076505,72.50%,61.84%,47.11%,136379,42.30%,17.30%,6.90%,57637,23604,9360,257916,36.90%,23.70%,15.70%,108100,39.70%,22.00%,11.70%,2579142,30.90%,6272305,42.80%,5760229,1055009,1710668,8375013,4040466,2661026,0
2023-12-20,4126453,8555513,15122341,74.83%,62.35%,48.17%,135439,44.80%,17.50%,7.10%,60642,23637,9642,258198,39.90%,23.80%,16.30%,108035,42.60%,22.40%,12.50%,2577578,30.90%,6202203,42.60%,5773613,1064989,1716911,8373797,4063460,2685084,0
2023-12-21,4440639,8626513,15222566,74.13%,60.02%,49.45%,163851,44.70%,16.70%,7.80%,73165,27413,12831,331308,40.20%,22.80%,17.80%,137981,42.80%,21.60%,13.50%,2556743,30.60%,6169560,42.30%,5805835,1083678,1737000,8401773,4107754,2713039,0
2023-12-22,4636185,8637131,15331643,71.57%,60.30%,47.68%,158175,42.70%,18.60%,7.60%,67597,29492,12045,365281,37.20%,23.10%,16.30%,154706,40.10%,21.90%,12.30%,2532561,30.30%,6171619,42.20%,5833564,1059833,1743734,8443188,4147021,2741434,0
2023-12-23,4478615,8605130,15371546,72.96%,62.69%,46.69%,132313,45.40%,19.80%,7.40%,60053,26240,9786,325720,39.10%,24.50%,15.50%,138992,41.70%,23.00%,11.70%,2546569,30.30%,6198842,42.20%,5847829,1014974,1742327,8482581,4142020,2746945,0
2023-12-24,4473681,8627324,15368557,72.30%,61.41%,45.01%,159371,43.50%,18.20%,6.50%,69360,28932,10401,316658,37.60%,23.60%,14.90%,130903,40.40%,21.90%,11.10%,2591282,30.70%,6285481,42.50%,5859823,1018714,1748787,8512338,4133903,2722316,0
2023-12-25,4391515,8679195,15383633,73.48%,61.92%,45.54%,155632,44.40%,18.30%,6.50%,69108,28416,10039,285072,38.00%,23.60%,14.90%,117742,41.10%,21.90%,11.00%,2621449,30.90%,6309846,42.60%,5866817,1041160,1771218,8519064,4144018,2720551,0
2023-12-26,4399678,8717980,15444209,73.50%,63.05%,44.94%,153721,43.80%,18.30%,6.50%,67394,28084,9993,278721,38.40%,24.20%,14.80%,116009,40.70%,22.00%,10.90%,2651696,31.10%,6227698,42.30%,5874210,1058502,1785268,8510389,4177769,2756051,0
2023-12-27,4414355,8797017,15537084,74.41%,61.06%,47.84%,155494,44.70%,17.20%,7.00%,69558,26765,10902,290471,39.60%,23.00%,16.70%,121175,41.60%,20.90%,12.20%,2644918,30.90%,6139774,41.90%,5910595,1078557,1807865,8506344,4228474,2802266,0
2023-12-28,4599758,8855626,15665747,74.33%,60.73%,48.00%,175731,44.90%,17.20%,6.80%,78877,30309,12022,333529,40.60%,23.10%,17.10%,138393,42.00%,20.90%,12.50%,2660125,30.80%,6077018,41.60%,5966388,1090437,1798801,8515870,4298498,2851379,0
2023-12-29,4780906,8898665,15808830,71.15%,59.83%,46.91%,187962,42.20%,17.30%,6.50%,79340,32608,12265,357570,35.80%,22.30%,16.00%,146576,38.30%,20.50%,12.00%,2652549,30.70%,6028293,41.40%,5984582,1120224,1793859,8530156,4380557,2898117,0
2023-12-30,4600613,8936297,15889349,73.14%,62.43%,45.99%,170415,43.80%,18.10%,6.30%,74670,30783,10783,309499,39.00%,24.00%,15.60%,127180,40.80%,21.70%,11.60%,2620824,30.50%,5995044,41.20%,5984306,1158326,1793665,8541998,4426468,2920883,0
2023-12-31,4644942,8985318,15920235,73.85%,60.68%,43.18%,172511,44.10%,17.10%,5.60%,76040,29543,9686,321122,38.80%,22.80%,14.10%,128159,40.70%,20.40%,10.60%,2613057,30.30%,5970330,41.10%,6014267,1171466,1799585,8549980,4442829,2927426,1
2024-01-01,4709398,9052600,15966343,70.86%,58.02%,43.49%,170357,41.40%,16.20%,5.70%,70582,27548,9661,314511,35.80%,22.10%,14.30%,124502,38.10%,19.70%,10.70%,2629457,30.30%,5960699,41.10%,6049738,1186191,1816671,8551883,4471538,2942922,0
2024-01-02,4491083,9071847,16018526,74.55%,57.62%,44.78%,151695,44.90%,16.00%,6.10%,68099,24317,9182,283507,39.40%,21.70%,15.20%,113044,41.10%,19.20%,11.20%,2651891,30.40%,5892524,40.80%,6066089,1184165,1821593,8534275,4501474,2982777,0
2024-01-03,4635494,9144913,16120602,73.32%,57.32%,46.04%,166245,43.80%,15.90%,6.30%,72801,26361,10447,312038,37.80%,20.80%,15.60%,125007,39.70%,18.60%,11.70%,2673671,30.40%,5822954,40.60%,6123346,1194916,1826651,8527477,4557553,3035572,0
2024-01-04,4702451,9202177,16242671,74.63%,57.06%,48.01%,178026,45.10%,16.30%,6.90%,80331,29007,12223,330777,40.10%,21.60%,17.20%,132654,41.60%,19.60%,13.00%,2671845,30.20%,5789037,40.40%,6183781,1197211,1821185,8544874,4623043,3074754,0
2024-01-05,4950919,9263144,16379301,70.93%,58.84%,45.66%,196450,41.90%,18.00%,6.50%,82232,35291,12799,371127,35.70%,22.50%,15.20%,148162,37.90%,20.50%,11.60%,2677651,30.10%,5794888,40.30%,6221014,1205699,1836431,8581911,4696099,3101291,0
2024-01-06,4754097,9312996,16435825,70.12%,61.70%,44.72%,175867,42.30%,18.80%,6.30%,74335,33058,11100,320337,36.30%,23.70%,14.60%,128358,38.40%,21.80%,11.20%,2688748,30.10%,5851940,40.40%,6247549,1211151,1854296,8642748,4718300,3074777,0
2024-01-07,4520461,9308243,16414110,70.07%,62.12%,44.38%,161632,41.30%,18.80%,6.00%,66767,30314,9645,301400,35.70%,23.90%,13.60%,123671,38.60%,22.30%,10.50%,2725496,30.30%,5972564,40.70%,6259822,1200272,1848149,8701951,4697960,3014199,0
2024-01-08,4296869,9202477,16387358,72.91%,61.02%,45.63%,139084,43.80%,17.90%,6.10%,60916,24929,8535,259686,37.40%,22.80%,13.90%,107981,40.20%,21.60%,10.70%,2829775,31.30%,6035850,40.90%,6222825,1168999,1810653,8723003,4678758,2985597,0
2024-01-09,4311522,9168984,16401996,73.00%,59.40%,45.27%,138329,43.80%,17.30%,6.20%,60637,23897,8566,254785,36.80%,21.40%,14.10%,104015,39.60%,20.20%,11.00%,2852913,31.40%,6009286,40.80%,6218934,1155633,1794417,8715677,4687217,2999102,0
2024-01-10,4336691,9092401,16452656,75.01%,59.78%,46.57%,139825,45.60%,17.40%,6.70%,63761,24325,9415,263370,39.00%,21.60%,15.20%,107295,41.30%,20.40%,12.00%,2930962,32.10%,5967470,40.60%,6213951,1129213,1749237,8717702,4712457,3022497,0
2024-01-11,4680756,9100686,16550255,73.85%,57.54%,47.81%,169822,45.40%,17.10%,7.30%,77094,29062,12409,335183,38.80%,20.80%,16.70%,130248,41.10%,19.80%,12.70%,2957586,32.10%,5958026,40.50%,6244591,1121009,1735086,8742912,4762956,3044387,0
2024-01-12,4870404,9056434,16667609,71.56%,57.72%,45.74%,185774,42.90%,18.00%,6.60%,79728,33466,12329,361978,35.80%,20.60%,15.00%,138535,38.40%,20.00%,11.60%,3023518,32.60%,5981976,40.50%,6239626,1110333,1706475,8783725,4823271,3060613,0
2024-01-13,4751888,9022684,16719480,69.98%,61.66%,44.40%,170497,42.40%,19.20%,6.40%,72258,32738,10912,329103,35.10%,23.30%,14.20%,121979,38.20%,21.60%,10.90%,3081222,33.10%,6033984,40.60%,6231774,1104963,1685947,8821634,4848606,3049240,0
2024-01-14,4492256,8996820,16690921,69.64%,61.70%,44.03%,151716,41.40%,18.80%,6.10%,62809,28518,9234,293837,33.10%,22.70%,13.10%,110012,36.90%,21.10%,10.30%,3075128,33.00%,6129306,40.90%,6233115,1095047,1668658,8871877,4818302,3000742,0
2024-01-15,4251393,8986663,16642810,72.86%,61.03%,45.02%,132086,44.60%,18.00%,6.10%,58847,23757,8066,257073,37.00%,22.50%,13.40%,98558,40.40%,21.00%,10.40%,2989621,32.50%,6193142,41.00%,6212856,1088049,1685758,8906746,4773216,2962848,0
2024-01-16,4310579,8996045,16623950,72.34%,59.39%,44.91%,136946,43.90%,17.10%,6.20%,60091,23467,8458,267013,36.30%,21.30%,13.50%,102331,39.90%,20.30%,10.50%,2955764,32.20%,6185989,41.00%,6213220,1086666,1696159,8907870,4754531,2961549,0
2024-01-17,4309120,9006058,16644898,73.06%,59.78%,46.78%,136777,44.40%,17.50%,6.80%,60700,23951,9247,267897,37.00%,21.40%,14.90%,104702,40.10%,20.30%,11.60%,2884125,31.70%,6153480,40.90%,6208276,1083618,1714164,8909283,4758122,2977493,0
2024-01-18,4466654,8975631,16688627,74.56%,57.08%,48.67%,153500,45.90%,16.30%,7.40%,70480,24976,11388,303407,39.50%,19.40%,16.60%,115560,41.40%,18.50%,12.60%,2877078,31.60%,6151351,40.80%,6223608,1067296,1684727,8925154,4775243,2988230,0
2024-01-19,4849805,8985718,16797963,70.38%,58.13%,45.75%,182457,42.20%,17.00%,6.60%,76913,31069,12024,379334,34.70%,20.70%,14.90%,138974,37.30%,19.30%,11.00%,2833758,31.30%,6152885,40.70%,6222676,1063979,1699063,8969456,4822261,3006246,0
2024-01-20,4680558,8957282,16823136,69.66%,59.48%,44.37%,164860,41.50%,15.40%,6.20%,68461,25442,10214,331098,34.50%,21.60%,14.00%,119895,37.50%,19.50%,10.50%,2828326,31.30%,6205180,40.80%,6194358,1058342,1704582,9017386,4823270,2982480,0
2024-01-21,4462721,8948161,16798983,70.11%,60.02%,43.61%,150603,41.30%,15.10%,5.80%,62176,22795,8692,301762,34.30%,22.00%,13.10%,110976,37.80%,19.70%,10.30%,2819653,31.30%,6285158,41.00%,6177167,1057229,1713765,9046485,4815698,2936800,0
2024-01-22,4265981,8959310,16780940,72.67%,59.77%,45.07%,134205,44.20%,14.80%,6.00%,59345,19861,8016,264703,36.70%,21.40%,13.60%,99280,39.90%,19.40%,10.50%,2805210,31.20%,6314124,41.10%,6181453,1059348,1718509,9057422,4817590,2905928,0
2024-01-23,4312182,8967814,16758439,69.95%,57.08%,44.11%,136066,41.00%,13.90%,5.70%,55773,18912,7800,272277,33.90%,19.40%,13.20%,101583,37.20%,18.00%,10.10%,2804946,31.20%,6302511,41.00%,6191099,1058468,1718247,9066046,4794285,2898108,0
2024-01-24,4291119,9075975,16837864,74.20%,57.56%,46.20%,202189,45.50%,18.30%,8.70%,91934,37033,17532,303522,40.90%,21.70%,15.00%,125049,41.70%,20.20%,11.50%,2800010,31.10%,6298595,40.90%,6206048,1123880,1746047,9085038,4840842,2911984,0
2024-01-25,4702365,9232176,16962741,73.00%,55.94%,47.67%,226457,45.50%,17.00%,8.40%,103147,38410,19008,368996,41.40%,20.80%,16.60%,146582,43.00%,19.50%,12.50%,2745477,30.60%,6324827,41.00%,6230154,1196837,1805185,9119382,4913578,2929781,0
2024-01-26,4842316,9295196,17130377,72.86%,58.00%,46.86%,250737,44.10%,18.30%,8.00%,110621,45778,19989,385934,40.40%,21.70%,15.70%,159601,41.00%,19.90%,11.70%,2775976,30.90%,6362463,41.00%,6209742,1265117,1820337,9174621,5008821,2946935,0
2024-01-27,4792122,9330411,17219862,71.50%,61.20%,45.14%,220039,42.20%,18.60%,7.20%,92824,40867,15821,348163,37.80%,23.70%,14.40%,140547,38.70%,20.80%,10.80%,2800104,31.30%,6432973,41.10%,6157178,1320296,1852937,9232774,5053129,2933959,0
2024-01-28,4580896,9330616,17222889,69.82%,60.90%,44.02%,186327,40.00%,18.40%,6.30%,74467,34204,11826,296118,35.60%,23.30%,13.60%,121085,36.80%,20.10%,10.30%,2837709,31.70%,6539498,41.40%,6110452,1356020,1864144,9269332,5051494,2902063,0
2024-01-29,4252159,9280388,17192497,73.17%,59.93%,45.73%,147942,43.40%,17.10%,6.60%,64237,25231,9737,236803,39.10%,22.20%,14.40%,95342,39.80%,19.50%,10.50%,2896266,32.30%,6605238,41.60%,6063044,1369757,1847587,9284111,5029021,2879365,0
