Date,A1,A7,A30,AR2,AR7,AR30,New User,NU R2,NU R7,NU R30,NU R2_Abs,NU R7_Abs,NU R30_Abs,Revival7,Revival7 R2,Revival7 R7,Revival7 R30,Revival30,Revival30 R2,Revival30 R7,Revival30 R30,C7,C7 Rate,C30,C30 Rate,Retained 7,New User A7,Revival 7 A7,Retained 30,New User A30,Revival 30 A30,EO Month
2025-04-25,5352867,10284556,20726189,68.77%,61.64%,47.53%,177732,39.00%,17.20%,5.40%,69351,30589,9602,438739,31.40%,21.80%,14.60%,131668,31.90%,17.50%,8.90%,3260096,31.00%,9134503,42.50%,7265188,1037939,1981429,12383343,5255254,3087592,0
2025-04-26,5155048,10221593,20649323,67.45%,61.56%,48.37%,168635,37.60%,15.90%,5.30%,63464,26881,8980,391133,29.50%,20.90%,14.70%,119783,30.60%,16.70%,9.10%,3268153,31.20%,9192941,42.60%,7217431,1035760,1968402,12374896,5223273,3051154,0
2025-04-27,4846039,10133131,20489707,67.65%,61.76%,48.24%,147217,36.80%,15.70%,5.10%,54164,23126,7515,334847,28.40%,20.40%,13.50%,102084,29.90%,16.20%,8.40%,3304632,31.60%,9308659,43.00%,7156421,1028830,1947880,12354393,5154384,2980930,0
2025-04-28,4570179,10041354,20276296,71.43%,61.48%,49.99%,122672,40.60%,15.30%,5.40%,49795,18741,6641,283817,32.00%,19.70%,14.60%,87224,33.60%,16.30%,9.30%,3358356,32.10%,9411573,43.30%,7102948,1017171,1921235,12307133,5060516,2908647,0
2025-04-29,4718511,10029473,20030576,72.09%,59.83%,49.97%,133970,41.30%,14.80%,5.40%,55375,19862,7266,322841,33.20%,19.00%,15.40%,98010,33.80%,15.40%,9.40%,3353934,32.20%,9558083,43.90%,7065823,1025716,1937934,12221276,4972528,2836772,0
2025-04-30,4953705,10122502,19710296,73.68%,57.86%,49.05%,145291,43.40%,14.60%,5.70%,63021,21208,8320,370839,37.70%,18.50%,16.30%,112033,36.10%,15.00%,9.80%,3264645,31.60%,9793735,44.70%,7074446,1046320,2001736,12130375,4849524,2730397,1
2025-05-01,5503004,10330249,19511785,70.20%,54.43%,47.71%,199063,41.00%,13.70%,5.60%,81692,27307,11124,503290,35.40%,16.70%,16.10%,161049,34.30%,13.80%,9.90%,3182615,30.80%,10010668,45.40%,7151793,1094580,2083876,12059730,4787937,2664118,0
2025-05-02,5433732,10359422,19340354,68.95%,55.79%,47.50%,184924,39.20%,14.30%,5.60%,72535,26500,10391,450114,31.50%,17.20%,14.80%,154404,31.90%,14.50%,9.80%,3132730,30.50%,10231244,45.90%,7151826,1101772,2105824,12067222,4690435,2582697,0
2025-05-03,5231438,10358409,19199103,68.28%,59.19%,51.99%,163240,38.70%,15.70%,6.30%,63144,25590,10273,398323,31.00%,19.40%,17.80%,138938,31.60%,16.20%,11.50%,3095719,30.30%,10398063,46.30%,7125874,1096377,2136158,12051300,4620445,2527358,0
2025-05-04,4961135,10368179,19008400,69.29%,59.93%,50.93%,147236,39.30%,15.90%,5.60%,57935,23480,8198,352302,31.40%,19.60%,16.20%,123044,32.50%,16.50%,10.30%,3042614,30.00%,10580353,46.90%,7090517,1096396,2181266,11982757,4550613,2475030,0
2025-05-05,4791879,10412401,18834059,70.43%,59.31%,51.74%,134020,40.70%,14.90%,5.70%,54499,19965,7645,319382,32.50%,18.30%,15.90%,113901,33.60%,15.40%,10.60%,2976095,29.60%,10694119,47.30%,7065259,1107744,2239398,11899269,4494066,2440724,0
2025-05-06,4725039,10417759,18741565,70.36%,57.69%,52.48%,132478,40.20%,14.00%,5.70%,53230,18527,7594,307760,31.60%,16.90%,16.50%,112296,32.80%,14.30%,11.30%,2963099,29.50%,10662566,47.40%,7066374,1106252,2245133,11840735,4467415,2433415,0
2025-05-07,4680830,10361486,18709770,71.07%,58.33%,53.30%,130523,40.90%,14.80%,6.00%,53375,19266,7798,299310,32.90%,17.30%,17.00%,110040,34.20%,14.90%,11.50%,3034568,30.00%,10574119,47.30%,7087934,1091484,2182068,11800235,4464568,2444967,0
2025-05-08,4815618,10188543,18725701,72.66%,57.78%,54.25%,148316,43.00%,14.90%,6.60%,63775,22100,9854,345497,35.50%,17.80%,19.30%,129907,35.90%,15.00%,13.40%,3210587,31.10%,10495765,47.10%,7119662,1040737,2028144,11773009,4485274,2467418,0
2025-05-09,5118925,10091066,18782668,69.42%,56.54%,54.24%,172036,39.50%,14.70%,6.80%,68015,25320,11708,411926,31.70%,17.50%,20.20%,152802,32.10%,14.70%,13.90%,3285289,31.70%,10452911,47.00%,7074133,1027849,1989084,11763825,4527082,2491761,0
2025-05-10,4969849,9989780,18806273,68.78%,59.44%,53.75%,158162,38.90%,15.70%,6.60%,61602,24771,10376,371103,30.80%,19.30%,19.50%,133428,31.20%,15.90%,12.90%,3349766,32.30%,10420625,47.00%,7008643,1022771,1958366,11767013,4540758,2498502,0
2025-05-11,4740495,9913760,18693606,67.83%,60.09%,54.11%,139680,36.90%,16.20%,6.30%,51536,22657,8746,333352,29.10%,19.50%,19.10%,115660,29.80%,15.90%,12.50%,3396893,32.80%,10495884,47.20%,6971286,1015215,1927259,11729503,4500139,2463964,0
2025-05-12,4465529,9828119,18566052,71.42%,60.40%,54.19%,119248,40.90%,15.80%,6.20%,48812,18808,7382,294035,32.90%,19.40%,18.70%,100880,33.50%,16.20%,12.30%,3465409,33.30%,10537015,47.40%,6946992,1000443,1880684,11677965,4452539,2435548,0
2025-05-13,4506786,9757751,18492479,71.35%,58.83%,54.06%,122422,41.00%,15.20%,6.30%,50201,18660,7734,305341,32.50%,18.40%,19.00%,105657,33.20%,15.70%,12.70%,3509456,33.70%,10450429,47.30%,6908303,990387,1859061,11620572,4430980,2440927,0
2025-05-14,4561078,9717232,18480181,70.94%,58.99%,53.12%,126690,41.10%,15.70%,6.00%,52070,19869,7573,321814,33.00%,18.70%,18.90%,111628,33.40%,15.90%,12.60%,3498949,33.80%,10315702,47.10%,6862537,986554,1868141,11576510,4438097,2465574,0
2025-05-15,4658385,9704488,18487575,71.94%,57.17%,53.03%,140505,42.10%,14.60%,6.00%,59147,20499,8465,357064,34.50%,17.40%,19.20%,125441,34.00%,14.30%,12.60%,3357896,33.00%,10205477,46.90%,6830647,978743,1895098,11543636,4452578,2491361,0
2025-05-16,4938140,9661191,18516799,68.72%,58.47%,51.04%,159792,39.50%,15.30%,5.90%,63045,24439,9422,414048,30.80%,18.90%,18.50%,142754,31.30%,15.60%,12.20%,3296602,32.70%,10117575,46.80%,6794464,966499,1900228,11517146,4479621,2520032,0
2025-05-17,4802878,9609077,18504245,68.69%,59.42%,50.70%,152831,39.60%,13.30%,5.90%,60481,20394,9080,378231,31.00%,19.20%,18.40%,128508,31.50%,15.60%,11.90%,3257292,32.60%,10066957,46.70%,6732488,961168,1915421,11504762,4476663,2522820,0
2025-05-18,4645904,9575377,18389748,67.61%,60.12%,50.56%,143347,37.50%,13.50%,5.70%,53734,19396,8217,352405,28.40%,19.70%,17.70%,119289,30.00%,15.90%,11.80%,3235826,32.60%,10101098,46.80%,6677934,964835,1932608,11466221,4430237,2493290,0
2025-05-19,4386747,9566896,18267632,71.18%,61.77%,50.78%,122877,42.00%,14.10%,5.70%,51654,17293,7005,298872,33.10%,21.10%,18.10%,104177,34.80%,17.50%,12.30%,3177585,32.30%,10079368,46.90%,6650534,968464,1947898,11407863,4382300,2477469,0
2025-05-20,4447281,9559736,18184342,69.25%,60.87%,0.00%,125455,39.80%,14.10%,0.00%,49991,17642,0,311171,30.70%,20.70%,18.10%,109570,32.60%,17.70%,12.40%,3130848,32.10%,9981452,46.80%,6626903,971497,1961336,11347379,4353608,2483355,0
2025-05-21,4414507,9591091,18195151,73.46%,61.80%,0.00%,164732,45.60%,19.00%,0.00%,75171,31266,0,328884,38.80%,24.00%,20.20%,124386,38.50%,20.50%,14.30%,3109322,32.00%,9856320,46.60%,6607910,1009539,1973642,11300166,4384009,2510976,0
2025-05-22,4890284,9750000,18305300,72.22%,60.63%,0.00%,197904,44.60%,17.80%,0.00%,88212,35309,0,454917,41.50%,26.50%,23.10%,170983,41.40%,23.40%,17.30%,3063552,31.60%,9702403,46.20%,6640936,1066938,2042126,11285723,4456488,2563089,0
2025-05-23,5057867,9838497,18478505,72.08%,60.17%,0.00%,224644,42.70%,17.10%,0.00%,95972,38405,0,456500,38.30%,23.80%,20.80%,184257,37.60%,20.30%,14.90%,3048468,31.60%,9555334,45.80%,6612723,1131790,2093984,11298515,4556445,2623545,0
2025-05-24,5070947,9906146,18576565,73.03%,61.36%,0.00%,213322,42.70%,16.80%,0.00%,91103,35847,0,416583,38.50%,23.70%,20.20%,165422,37.80%,19.90%,14.20%,3043053,31.70%,9462978,45.60%,6566024,1192281,2147841,11300786,4618964,2656815,0
2025-05-25,5104048,9958437,18591286,71.31%,61.03%,0.00%,204470,39.90%,16.70%,0.00%,81573,34101,0,395645,35.50%,23.40%,19.10%,157805,35.60%,19.30%,13.30%,3070351,32.10%,9444640,45.60%,6505026,1253404,2200007,11281549,4645702,2664035,0
2025-05-26,4956766,10030186,18593097,73.12%,64.98%,0.00%,184778,42.30%,17.00%,0.00%,78182,31493,0,348696,38.30%,27.10%,19.20%,143198,38.00%,22.00%,13.70%,3103522,32.40%,9397663,45.50%,6463374,1315305,2251507,11251660,4661845,2679592,0
2025-05-27,5048565,10099917,18668125,73.54%,62.84%,0.00%,197458,42.90%,16.30%,0.00%,84711,32120,0,386180,41.90%,27.40%,21.50%,164415,41.70%,23.10%,16.00%,3170787,33.20%,9267893,45.20%,6388949,1387308,2323660,11221814,4712086,2734225,0
2025-05-28,5168441,10211970,18792693,72.41%,62.61%,0.00%,195576,42.20%,16.50%,0.00%,82487,32292,0,391945,40.20%,26.50%,21.00%,167238,40.00%,22.50%,15.60%,3182922,33.20%,9079324,44.80%,6408169,1418152,2385649,11196972,4784990,2810731,0
2025-05-29,5196655,10223224,18903137,73.10%,62.75%,0.00%,195115,42.90%,16.30%,0.00%,83645,31888,0,390868,39.80%,25.40%,20.20%,166790,39.00%,21.10%,14.80%,3264022,33.50%,8866830,44.30%,6485978,1415363,2321883,11163746,4846135,2893256,0
2025-05-30,5353107,10280816,19002950,71.58%,62.69%,0.00%,203281,41.60%,16.60%,0.00%,84557,33820,0,412874,37.30%,25.20%,19.30%,173913,36.70%,20.90%,14.10%,3245095,33.00%,8600096,43.60%,6593402,1394000,2293414,11110200,4904125,2988625,0
2025-05-31,5333598,10366372,18996020,74.64%,64.14%,0.00%,200850,42.50%,17.80%,0.00%,85322,35846,0,404279,41.20%,27.90%,19.70%,169276,39.50%,22.90%,14.60%,3212423,32.40%,8449667,43.30%,6693723,1381528,2291121,11062118,4905912,3027990,1
2025-06-01,5891362,10658022,19092245,69.08%,63.03%,0.00%,225815,37.80%,17.30%,0.00%,85431,39174,0,584862,32.10%,27.20%,17.90%,248999,30.00%,21.00%,12.40%,3140419,31.50%,8304766,42.90%,6818018,1402873,2437131,11035588,4946803,3109854,0
2025-06-02,5559274,10837623,19140119,72.21%,63.41%,0.00%,194205,41.40%,17.20%,0.00%,80358,33458,0,446438,35.70%,26.10%,19.20%,197313,34.80%,21.50%,14.30%,3122300,31.10%,8209936,42.80%,6907886,1412300,2517437,10989167,4977768,3173184,0
2025-06-03,5561707,10977508,19215993,73.58%,64.01%,0.00%,193023,42.60%,17.90%,0.00%,82247,34591,0,413892,39.80%,27.90%,20.10%,185660,39.30%,24.20%,15.90%,3078696,30.50%,8071218,42.50%,7021221,1407865,2548422,10937182,5023555,3255256,0
2025-06-04,5675623,11114009,19331035,74.27%,62.76%,0.00%,197135,43.70%,17.50%,0.00%,86214,34486,0,428128,41.00%,25.70%,20.40%,192335,40.50%,22.90%,16.10%,3076966,30.10%,7940871,42.20%,7135004,1409424,2569581,10893188,5086670,3351177,0
2025-06-05,5830862,11268879,19460516,74.55%,62.24%,0.00%,204746,44.10%,16.90%,0.00%,90369,34603,0,435726,40.90%,23.90%,19.00%,195239,40.00%,21.30%,15.00%,2996914,29.30%,7867381,42.00%,7226310,1419055,2623514,10874184,5158938,3427394,0
2025-06-06,6296687,11597177,19735215,73.76%,58.35%,0.00%,266282,43.50%,14.50%,0.00%,115761,38652,0,574038,40.60%,19.80%,16.70%,273945,39.20%,17.00%,12.90%,2940648,28.60%,7814356,41.80%,7340168,1482056,2774953,10895414,5294697,3545104,0
2025-06-07,6547414,11960788,20021942,72.07%,58.43%,0.00%,287690,42.20%,14.30%,0.00%,121522,41173,0,567535,38.80%,20.60%,16.30%,272392,38.50%,18.00%,12.80%,2906947,28.00%,7780713,41.60%,7459425,1568896,2932467,10944988,5434071,3642883,0
2025-06-08,6391526,12029237,20188588,71.75%,58.02%,0.00%,263331,41.00%,14.00%,0.00%,108018,36950,0,466788,35.70%,19.80%,15.00%,228805,35.90%,17.50%,12.00%,3069728,28.80%,7813170,41.60%,7588294,1606412,2834531,10969498,5525366,3693724,0
2025-06-09,6221160,12130740,20311916,71.62%,58.15%,0.00%,233907,41.80%,14.40%,0.00%,97714,33772,0,411633,35.30%,20.20%,15.30%,195194,36.20%,18.30%,12.20%,3155144,29.10%,7838431,41.70%,7682479,1646114,2802147,10967842,5601111,3742963,0
2025-06-10,5978688,12193526,20414223,73.81%,59.21%,0.00%,211432,44.00%,15.10%,6.60%,93042,31835,0,363494,37.30%,20.90%,15.70%,168710,38.40%,18.90%,12.50%,3210440,29.20%,7772903,41.60%,7767068,1664523,2761935,10920703,5672863,3820657,0
2025-06-11,6023096,12272806,20570855,72.68%,58.31%,0.00%,212106,43.10%,15.00%,6.70%,91399,31762,14131,374001,37.00%,21.40%,16.40%,172495,38.90%,19.90%,13.60%,3237343,29.10%,7672383,41.30%,7876666,1679494,2716646,10893669,5765721,3911465,0
2025-06-12,5915539,12307805,20711729,73.97%,0.00%,0.00%,209204,43.00%,14.90%,6.90%,90052,31193,14530,364246,37.80%,21.10%,16.70%,167206,39.30%,19.50%,13.70%,3299217,29.30%,7614423,41.20%,7969662,1683952,2654191,10878056,5852503,3981170,0
2025-06-13,6049247,12224485,20854135,72.66%,0.00%,0.00%,214391,41.50%,15.70%,7.00%,88913,33600,14945,385469,37.30%,21.50%,16.70%,173560,38.20%,19.50%,13.30%,3471613,29.90%,7604296,41.10%,8125564,1632061,2466860,10875885,5940204,4038046,0
2025-06-14,5955871,12044596,20960781,72.83%,0.00%,0.00%,209068,42.60%,16.70%,7.00%,88966,34848,14648,381471,37.70%,22.60%,16.80%,165097,38.70%,20.60%,13.40%,3730016,31.20%,7612365,41.20%,8230772,1553439,2260385,10875210,6008767,4076804,0
2025-06-15,5866189,11862933,21009308,72.64%,0.00%,0.00%,205614,41.70%,16.70%,6.90%,85682,34376,14086,377332,36.30%,22.10%,16.30%,159791,38.00%,19.90%,13.00%,3848891,32.00%,7659832,41.40%,8180346,1495722,2186865,10856967,6054589,4097752,0
2025-06-16,5789916,11712506,21053389,72.89%,19.70%,17.20%,197104,42.40%,16.50%,6.90%,83489,32567,13696,359945,36.90%,21.70%,16.40%,151105,38.50%,19.70%,12.90%,4005951,33.00%,7682029,41.50%,8124789,1458919,2128798,10822216,6098862,4132311,0
2025-06-17,5681354,11623150,21088527,73.20%,61.08%,50.72%,191303,42.10%,16.50%,6.90%,80519,31629,13156,347728,36.80%,22.00%,16.70%,143351,38.50%,19.90%,13.00%,4110023,33.70%,7640201,41.50%,8083503,1438790,2100857,10749547,6146818,4192162,0
2025-06-18,5641430,11504851,21160887,73.29%,61.30%,51.00%,186661,42.80%,16.20%,7.20%,79837,30170,13488,353036,37.80%,22.70%,17.20%,142911,39.60%,21.00%,13.20%,4240534,34.60%,7578813,41.50%,8032272,1413345,2059234,10688819,6210602,4261466,0
2025-06-19,5641513,11424816,21208781,74.78%,62.30%,51.86%,187920,43.60%,17.10%,7.90%,81913,32177,14760,380301,40.20%,24.50%,18.70%,152290,42.10%,23.50%,14.60%,4323535,35.10%,7573024,41.60%,7984270,1392061,2048485,10611318,6273067,4324396,0
2025-06-20,5816760,11360247,21301623,72.93%,61.58%,51.01%,209725,42.20%,17.00%,7.70%,88460,35756,16064,408331,37.30%,23.50%,18.30%,163689,39.20%,21.60%,14.70%,4309033,35.20%,7581944,41.70%,7915452,1387395,2057400,10613207,6318060,4370356,0
2025-06-21,5782763,11330435,21339095,73.40%,62.37%,51.46%,219409,43.00%,17.10%,7.50%,94452,37434,16564,387277,37.90%,23.40%,18.00%,155590,39.90%,21.30%,14.20%,4192088,34.80%,7665845,41.90%,7852508,1397736,2080191,10639455,6339565,4360075,0
2025-06-22,5798923,11306412,21398678,72.71%,61.49%,51.08%,218505,41.50%,16.90%,7.40%,90738,37016,16121,384479,35.90%,22.50%,17.40%,152732,38.00%,20.30%,13.30%,4073451,34.30%,7741719,41.90%,7789482,1410627,2106303,10736786,6333426,4328466,0
2025-06-23,5728677,11257209,21467214,73.28%,61.58%,52.41%,207770,42.10%,16.90%,7.60%,87431,35141,15786,366039,37.10%,22.50%,18.50%,143679,38.90%,20.10%,13.90%,4007723,34.20%,7757324,41.80%,7704783,1421293,2131133,10819241,6327874,4320099,0
2025-06-24,5699891,11231288,21529726,74.42%,61.68%,52.09%,208225,43.50%,16.80%,7.50%,90593,34948,15634,368504,38.70%,22.90%,18.60%,144323,40.10%,20.30%,13.70%,3983470,34.30%,7730563,41.60%,7639680,1438215,2153393,10860723,6331629,4337374,0
2025-06-25,5963413,11398338,21643320,73.56%,61.63%,51.47%,223567,43.00%,16.10%,7.50%,96202,35989,16755,489047,41.90%,25.50%,25.30%,154266,39.50%,19.70%,13.70%,3784622,32.90%,7690234,41.40%,7720229,1475121,2202988,10902863,6370418,4370039,0
2025-06-26,6039996,11554737,21759996,73.32%,61.16%,51.86%,231021,42.70%,16.00%,7.70%,98620,36968,17753,455238,38.70%,22.70%,21.50%,156996,39.30%,19.20%,13.70%,3623797,31.70%,7685721,41.20%,7801019,1518222,2235496,10982404,6403981,4373611,0
2025-06-27,6137919,11650320,21865803,71.63%,61.07%,50.79%,230542,41.50%,16.70%,7.50%,95744,38409,17264,449177,35.60%,22.00%,19.00%,161007,37.20%,19.10%,13.20%,3524361,31.00%,7730318,41.10%,7835886,1539039,2275395,11062375,6438947,4364481,0
2025-06-28,5946284,11640603,21876852,72.58%,61.87%,51.73%,135532,45.00%,17.90%,9.40%,61057,24298,12714,426253,36.60%,21.70%,18.30%,160060,38.70%,18.80%,13.00%,3473374,30.70%,7765931,41.10%,7857061,1455162,2328380,11137206,6379364,4360282,0
2025-06-29,5862747,11587869,21852677,72.57%,63.10%,51.67%,119881,46.20%,20.00%,9.70%,55445,24024,11658,414565,35.60%,22.40%,17.50%,157934,37.90%,19.50%,12.60%,3457398,30.60%,7799701,41.00%,7849014,1356538,2382317,11203249,6295964,4353464,0
2025-06-30,5847302,11616166,21902564,73.83%,63.16%,52.01%,206053,44.30%,17.80%,8.30%,91369,36701,17164,382367,36.60%,22.90%,18.00%,142647,38.40%,19.90%,13.10%,3439955,30.60%,7759522,40.80%,7817254,1354821,2444091,11236498,6301167,4364899,1
2025-07-01,5970318,11697472,21864859,73.77%,62.67%,52.42%,214765,43.60%,17.30%,7.90%,93541,37152,17013,399345,36.70%,23.10%,18.40%,143876,38.30%,20.00%,13.20%,3407085,30.30%,7815885,40.90%,7824203,1361361,2511908,11276360,6290117,4298382,0
2025-07-02,5999525,11728006,21899876,74.43%,61.77%,52.87%,216547,44.20%,16.80%,8.00%,95640,36310,17234,393223,37.80%,22.60%,18.80%,145823,39.40%,20.00%,13.80%,3451228,30.30%,7827847,40.90%,7947110,1354341,2426555,11312272,6312459,4275145,0
2025-07-03,6115949,11756323,21964833,72.53%,61.20%,52.49%,224254,39.50%,16.40%,7.40%,88687,36775,16530,410287,36.10%,22.00%,18.50%,150807,36.60%,19.40%,13.50%,3516472,30.40%,7849822,40.90%,8038265,1347574,2370484,11366171,6343690,4254972,0
2025-07-04,6211807,11862954,22123412,72.61%,60.16%,51.79%,265494,42.00%,17.70%,7.90%,111509,46962,21000,495576,34.00%,19.90%,16.90%,199399,33.30%,17.00%,11.80%,3574212,30.70%,7875946,40.70%,8076108,1382526,2404320,11455089,6412049,4256274,0
2025-07-05,6272445,11966125,22201458,73.78%,61.68%,51.77%,240166,44.20%,18.10%,7.50%,106079,43451,18096,443461,37.50%,22.60%,17.90%,161915,38.10%,19.80%,13.10%,3567861,30.70%,7930306,40.80%,8072742,1487160,2406223,11530210,6447469,4223779,0
2025-07-06,6308844,12077951,22178214,73.04%,61.42%,51.22%,235617,42.70%,17.70%,7.10%,100520,41672,16656,434852,36.00%,22.20%,17.30%,160669,37.20%,19.60%,12.80%,3530437,30.50%,8082670,41.00%,8057432,1602896,2417623,11652545,6416804,4108865,0
2025-07-07,6232890,12150807,22087559,72.95%,61.43%,51.63%,227592,42.90%,17.20%,7.10%,97733,39181,16163,405974,36.40%,21.90%,17.50%,152513,37.70%,19.20%,12.90%,3527557,30.40%,8280340,41.40%,8088609,1624435,2437763,11741602,6356706,3989251,0
2025-07-08,6125423,12196982,21995803,73.91%,61.77%,51.79%,224713,43.20%,17.10%,7.00%,97022,38392,15745,390358,37.00%,21.80%,17.30%,149283,38.30%,19.30%,12.70%,3557065,30.40%,8431211,41.80%,8140407,1634383,2422192,11757377,6318088,3920338,0
2025-07-09,6137242,12239910,21944639,73.44%,61.77%,51.73%,222932,43.10%,17.20%,7.10%,96023,38293,15780,384168,36.80%,22.00%,17.50%,148431,38.40%,19.70%,13.20%,3550621,30.30%,8553577,42.10%,8177385,1640768,2421757,11758339,6307113,3879187,0
