Date,Region,A1,A7,A30,AR2,AR7,AR30,New User,NU R2,NU R7,NU R30,NU R2_Abs,NU R7_Abs,NU R30_Abs,Revival7,Revival7 R2,Revival7 R7,Revival7 R30,Revival30,Revival30 R2,Revival30 R7,Revival30 R30,C7,C7 Rate,C30,C30 Rate,Retained 7,New User A7,Revival 7 A7,Retained 30,New User A30,Revival 30 A30,EO Month
11/16/2024,North Africa,3080866,5337061,9637726,71.70%,67.20%,56.10%,86642,33.60%,14.90%,6.30%,29154,12884,5424,213777,33.40%,23.40%,19.70%,70382,32.70%,19.40%,13.80%,1474326,27.10%,3788633,39.00%,3962901,458962,915198,5920983,2328144,1388599,0
11/16/2024,SSA,479464,925774,1752742,69.30%,57.20%,46.20%,25725,44.90%,18.60%,7.30%,11551,4787,1880,39026,36.70%,21.00%,16.90%,12958,38.90%,19.20%,12.70%,287093,32.00%,764619,45.30%,609643,141967,174164,921979,620802,209961,0
11/16/2024,Outside MEA,173102,356154,820632,69.80%,61.90%,49.10%,2266,41.20%,19.70%,8.80%,934,446,200,16504,30.00%,18.80%,13.50%,6826,30.10%,15.80%,9.90%,123213,32.40%,282312,41.20%,257302,13152,85700,403324,197654,219654,0
11/17/2024,Middle East,1679125,3699362,6906309,73.30%,64.00%,49.50%,50998,41.30%,17.10%,6.10%,21086,8702,3085,107583,32.70%,20.50%,13.30%,39574,34.80%,17.80%,9.60%,1225757,32.60%,3256345,44.90%,2531349,419109,748904,4003048,1818647,1084614,0
11/17/2024,North Africa,2915250,5337994,9599297,75.30%,67.80%,54.80%,76578,35.40%,14.90%,5.70%,27094,11421,4351,186576,36.10%,23.50%,17.20%,61885,35.30%,19.50%,12.50%,1475091,27.20%,3793923,39.10%,3948745,463463,925786,5918923,2302745,1377629,0
11/17/2024,SSA,482929,925335,1763293,63.00%,59.10%,44.20%,25936,37.70%,20.50%,6.20%,9790,5306,1615,37760,27.40%,23.20%,14.30%,12519,30.90%,20.50%,10.70%,285261,32.00%,764733,45.20%,607327,142423,175585,926431,625870,210992,0
11/17/2024,Outside MEA,171653,354565,677302,68.40%,62.60%,48.10%,2131,39.70%,20.90%,6.90%,846,446,148,16175,27.50%,19.00%,12.10%,6862,28.30%,15.80%,8.50%,122950,32.60%,425312,51.50%,253639,13090,87836,400488,56414,220400,0
11/18/2024,Middle East,1761105,3710224,6866818,72.20%,60.10%,48.10%,52423,40.40%,15.30%,5.70%,21203,7997,2998,134115,31.90%,17.70%,12.70%,49598,32.70%,14.90%,8.90%,1222283,32.50%,3237221,44.80%,2538199,419803,752222,3987689,1804036,1075093,0
11/18/2024,North Africa,2990453,5432578,9562961,72.60%,64.90%,55.20%,71145,31.20%,14.70%,5.90%,22167,10486,4200,207952,30.20%,21.40%,17.50%,68793,28.90%,17.10%,12.30%,1443205,26.70%,3795751,39.10%,3968497,483187,980894,5916425,2275363,1371173,0
11/18/2024,SSA,428564,930757,1754149,69.40%,60.60%,47.90%,18028,43.90%,19.40%,7.40%,7923,3491,1337,27312,33.90%,23.40%,16.10%,9076,35.90%,20.60%,12.40%,285674,31.90%,773128,45.40%,610532,143534,176691,929661,617664,206824,0
11/18/2024,Outside MEA,179080,366650,686815,70.40%,62.50%,49.50%,1713,45.00%,20.80%,11.00%,770,356,188,16655,27.60%,18.00%,12.90%,6602,27.10%,14.20%,8.50%,122902,32.90%,426487,51.60%,251116,13039,102495,399292,56033,231490,0
11/19/2024,Middle East,1809916,3744819,6885034,72.10%,58.60%,47.50%,57667,41.30%,14.40%,5.60%,23819,8331,3254,143206,33.80%,16.30%,12.20%,56127,34.90%,13.80%,8.70%,1219077,32.40%,3149607,44.20%,2541255,427207,776357,3971580,1811422,1102032,0
11/19/2024,North Africa,2883593,5462101,9535230,73.80%,62.80%,56.40%,59765,34.00%,13.10%,6.40%,20323,7830,3813,170182,31.80%,18.60%,18.60%,58936,31.50%,16.00%,13.50%,1429398,26.50%,3747438,38.80%,3964477,487660,1009964,5911280,2248670,1375280,0
11/19/2024,SSA,426795,934450,1742563,71.00%,58.20%,48.50%,17785,45.30%,18.30%,7.10%,8061,3247,1268,26542,35.50%,21.50%,16.80%,8947,38.40%,19.50%,12.70%,287431,31.90%,780665,45.70%,613389,144020,177041,928275,610203,204085,0
11/19/2024,Outside MEA,177939,370272,686541,71.70%,60.30%,49.40%,2587,54.20%,15.50%,6.80%,1402,402,175,16638,32.80%,15.70%,12.60%,6499,30.10%,14.20%,9.90%,122311,32.90%,426272,51.70%,249502,14051,106719,397574,56508,232459,0
11/20/2024,Middle East,1845042,3784194,6919063,73.80%,57.70%,49.20%,62529,42.90%,14.20%,6.00%,26834,8910,3777,141897,35.70%,16.10%,13.70%,57175,36.50%,14.00%,9.90%,1209526,32.30%,3080970,43.80%,2539668,437222,807304,3955209,1826874,1136980,0
11/20/2024,North Africa,2781632,5482867,9509896,75.70%,64.50%,56.60%,53731,35.50%,13.60%,6.40%,19053,7292,3417,142974,33.50%,19.30%,18.40%,50323,33.20%,16.90%,13.90%,1387914,26.00%,3687537,38.50%,3943024,491485,1048358,5899722,2224228,1385946,0
11/20/2024,SSA,440179,940114,1746645,70.70%,58.00%,48.10%,19091,45.60%,18.00%,7.30%,8700,3438,1399,27925,36.20%,21.40%,17.10%,9575,39.30%,20.30%,13.40%,288699,31.90%,770660,45.40%,616318,145654,178142,927349,612161,207135,0
11/20/2024,Outside MEA,175084,366237,682252,71.40%,59.50%,49.20%,2385,43.50%,16.80%,7.30%,1037,400,174,15559,31.60%,16.90%,13.30%,6541,31.20%,14.70%,8.60%,121813,33.10%,423649,51.40%,246061,14696,105480,399786,57004,225462,0
11/21/2024,Middle East,2006063,3834785,6980483,73.40%,55.60%,49.70%,74475,43.50%,14.90%,6.90%,32402,11090,5144,175532,37.50%,17.10%,16.40%,67704,36.70%,14.00%,11.00%,1187210,31.70%,3033049,43.40%,2559811,445550,829424,3953411,1855495,1171577,0
11/21/2024,North Africa,2851611,5511216,9483412,78.80%,62.40%,59.30%,59078,39.20%,12.90%,7.00%,23180,7631,4128,158625,39.30%,17.60%,20.70%,55604,38.20%,16.10%,15.60%,1366381,25.60%,3662953,38.30%,3962336,492171,1056709,5894168,2201035,1388209,0
11/21/2024,SSA,450380,950128,1755001,71.30%,57.90%,48.00%,20721,46.60%,18.10%,7.20%,9653,3744,1499,29706,37.20%,21.90%,16.70%,10285,40.20%,21.10%,13.70%,288060,31.60%,757469,45.00%,624929,148273,176926,926712,616747,211542,0
11/21/2024,Outside MEA,176862,365602,678621,72.20%,58.90%,50.10%,2466,45.60%,16.30%,7.30%,1125,401,180,16418,32.00%,17.20%,14.10%,7027,31.40%,15.50%,10.60%,118020,32.50%,421124,51.30%,245442,15498,104662,400259,57466,220896,0
11/22/2024,Middle East,2134060,3860993,7052175,67.10%,58.20%,44.80%,85178,38.70%,17.10%,5.80%,32927,14530,4920,197345,29.60%,18.70%,12.30%,77946,31.20%,16.40%,9.20%,1166587,31.20%,3003962,43.10%,2567525,448988,844480,3960317,1892024,1199834,0
11/22/2024,North Africa,3166406,5529680,9511377,74.20%,60.20%,56.20%,82669,35.60%,13.10%,6.60%,29450,10803,5490,215993,34.50%,17.20%,19.30%,78908,33.80%,15.20%,14.30%,1357550,25.40%,3667550,38.30%,3983918,489608,1056154,5902720,2208638,1400019,0
11/22/2024,SSA,477174,959627,1765120,70.50%,57.20%,46.90%,23326,45.00%,18.70%,7.50%,10496,4355,1741,33673,37.70%,22.10%,16.50%,11549,40.20%,21.40%,13.40%,287490,31.20%,755005,44.80%,633171,150612,175844,929303,622951,212866,0
11/22/2024,Outside MEA,181291,364429,677762,70.20%,58.90%,48.30%,2608,51.50%,17.90%,8.20%,1344,467,213,17165,30.50%,17.70%,13.50%,7242,31.00%,16.00%,10.10%,116450,32.40%,420965,51.40%,243332,16156,104941,397961,58256,221545,0
11/23/2024,Middle East,1905743,3857898,7055586,67.30%,63.20%,45.50%,65061,36.80%,18.20%,5.40%,23917,11839,3496,135872,27.50%,21.30%,11.30%,53906,29.70%,18.60%,8.60%,1156997,31.10%,3015930,43.20%,2558402,448331,851165,3972748,1891532,1191306,0
11/23/2024,North Africa,3106916,5521337,9526996,71.40%,64.20%,56.80%,80847,32.80%,14.60%,6.40%,26492,11767,5159,192516,31.10%,19.80%,19.20%,70704,31.10%,17.40%,14.10%,1354032,25.40%,3678430,38.30%,3983029,483813,1054495,5917109,2208812,1401075,0
11/23/2024,SSA,502828,968945,1781003,69.30%,56.90%,46.30%,27230,45.10%,18.90%,7.50%,12272,5149,2051,39950,36.90%,21.20%,17.30%,14084,39.10%,20.00%,14.00%,285165,30.80%,752897,44.60%,640609,152117,176219,935708,631167,214128,0
11/23/2024,Outside MEA,183863,368056,681179,69.70%,60.20%,48.50%,2851,40.80%,16.40%,8.40%,1162,468,239,16778,29.40%,17.40%,13.10%,7285,29.20%,15.50%,9.90%,115089,32.30%,421630,51.60%,241065,16741,110250,396161,59274,225744,0
11/24/2024,Middle East,1724523,3860887,6988931,71.70%,62.30%,48.50%,50769,40.30%,16.90%,6.00%,20448,8589,3048,105199,30.90%,19.20%,12.60%,40393,33.40%,17.30%,9.80%,1142480,30.90%,3076231,43.60%,2556882,448102,855903,3976472,1856098,1156361,0
11/24/2024,North Africa,2895227,5509282,9461605,70.20%,66.40%,55.70%,68998,30.40%,15.30%,6.00%,20946,10581,4158,159584,28.20%,21.30%,17.50%,59634,30.00%,19.30%,13.30%,1354956,25.40%,3760803,38.80%,3983038,476233,1050011,5923359,2168001,1370245,0
11/24/2024,SSA,498674,968914,1790818,63.10%,58.70%,45.30%,26337,38.20%,20.50%,6.40%,10068,5403,1683,37074,27.20%,22.60%,15.00%,12934,30.70%,20.90%,11.50%,285708,30.90%,753121,44.40%,639627,152518,176769,941843,636739,212236,0
11/24/2024,Outside MEA,180792,369445,681241,67.80%,61.20%,48.50%,2477,37.60%,16.40%,6.40%,932,405,158,16472,26.50%,18.20%,13.10%,7027,27.10%,15.50%,9.60%,113945,32.10%,423318,51.80%,240620,17087,111738,394093,59692,227456,0
11/25/2024,Middle East,1702658,3837510,6954509,72.10%,61.50%,49.80%,48073,40.60%,15.80%,6.20%,19541,7612,2965,101280,30.70%,17.80%,12.80%,38893,33.50%,16.10%,9.80%,1157093,31.20%,3082702,43.70%,2553131,443752,840627,3966234,1835044,1153231,0
11/25/2024,North Africa,2630893,5396641,9371432,75.10%,68.00%,58.20%,49245,35.00%,15.40%,6.60%,17238,7603,3234,116031,32.60%,21.40%,18.70%,42679,34.40%,19.40%,14.60%,1457234,26.80%,3831247,39.30%,3975344,454333,966964,5910079,2119084,1342269,0
11/25/2024,SSA,439920,970458,1782537,70.20%,60.90%,47.70%,19072,45.40%,19.40%,7.10%,8650,3693,1348,26180,35.00%,23.00%,15.60%,9172,39.00%,21.30%,12.50%,289168,31.10%,761778,44.50%,641589,153562,175307,949448,628816,204273,0
11/25/2024,Outside MEA,167190,365488,677418,70.20%,62.70%,50.70%,1885,41.30%,16.40%,6.90%,779,310,131,13576,28.50%,17.30%,13.30%,5662,30.40%,15.70%,10.90%,115334,31.50%,424630,51.70%,251316,17259,96913,396305,59522,221591,0
11/26/2024,Middle East,1687461,3795690,6941522,72.00%,60.80%,50.20%,47755,40.00%,15.40%,6.10%,19120,7377,2923,102388,30.60%,17.40%,13.30%,38879,33.10%,15.90%,10.30%,1181229,31.50%,3027543,43.40%,2563590,433840,798260,3949840,1829001,1162681,0
11/26/2024,North Africa,2657169,5340897,9316882,73.60%,64.70%,58.10%,52602,33.20%,13.40%,6.40%,17472,7045,3364,125310,30.80%,18.80%,19.00%,44301,32.40%,17.20%,14.70%,1494273,27.40%,3826897,39.40%,3967828,447170,925899,5884773,2093721,1338388,0
11/26/2024,SSA,443856,973751,1769083,70.80%,57.90%,47.70%,19495,46.60%,18.70%,7.30%,9090,3637,1432,26869,36.40%,21.20%,16.00%,9432,40.40%,19.80%,12.30%,289629,31.00%,772909,44.80%,644821,155272,173658,950954,620248,197881,0
11/26/2024,Outside MEA,173791,371745,683125,71.10%,60.90%,52.00%,1938,39.80%,15.70%,7.30%,772,304,141,13597,28.00%,16.20%,13.40%,5677,28.90%,14.50%,10.10%,116912,31.60%,425029,51.70%,253360,16610,101775,397043,59355,226727,0
11/27/2024,Middle East,1706415,3760536,6945779,74.00%,61.10%,51.30%,49691,42.50%,15.50%,6.80%,21117,7704,3402,108257,33.40%,17.70%,14.40%,40432,35.30%,16.20%,10.60%,1209246,32.00%,2994888,43.20%,2574948,421002,764586,3942903,1827471,1175405,0
11/27/2024,North Africa,2595450,5305336,9297519,74.90%,67.60%,57.70%,48940,34.90%,14.20%,6.40%,17075,6926,3119,121697,31.60%,21.00%,18.50%,42439,32.90%,18.60%,14.00%,1520350,27.70%,3779633,39.20%,3962517,442379,900440,5867902,2081044,1348573,0
11/27/2024,SSA,454540,978098,1773871,70.50%,57.70%,46.70%,20600,45.50%,18.10%,6.80%,9371,3734,1401,28020,36.60%,21.00%,15.40%,10058,40.20%,20.50%,12.30%,291668,31.00%,765025,44.60%,648446,156781,172871,950832,622946,200093,0
11/27/2024,Outside MEA,172797,368971,681935,71.10%,61.50%,51.40%,1864,40.60%,15.30%,7.80%,756,286,145,14239,29.20%,16.50%,13.30%,6078,29.90%,14.00%,10.00%,117708,32.10%,423023,51.50%,248529,16089,104353,398993,59595,223347,0
11/28/2024,Middle East,1917517,3751433,6985243,73.00%,56.80%,49.40%,67526,43.40%,14.40%,6.90%,29296,9731,4637,160560,36.00%,15.70%,14.90%,59177,36.90%,14.00%,10.70%,1235081,32.20%,2979518,43.00%,2599704,414053,737676,3948872,1843710,1192661,0
11/28/2024,North Africa,2658353,5273295,9267143,77.50%,66.70%,59.00%,53480,37.70%,13.40%,6.60%,20140,7157,3519,135416,36.40%,20.20%,20.00%,46327,36.70%,17.50%,14.60%,1542732,28.00%,3769700,39.10%,3968484,436781,868030,5865497,2061719,1339927,0
11/28/2024,SSA,464380,982816,1780572,71.10%,56.00%,46.40%,22167,46.20%,16.70%,6.70%,10240,3708,1489,29583,37.70%,19.80%,15.90%,10547,40.60%,18.70%,13.30%,296624,31.20%,755513,44.30%,653504,158227,171085,950186,627476,202910,0
11/28/2024,Outside MEA,176259,368588,682579,71.70%,60.80%,51.00%,2042,41.70%,18.50%,7.30%,852,378,150,15227,31.40%,16.20%,13.70%,6441,32.40%,14.30%,10.10%,118322,32.40%,420978,51.30%,247280,15665,105643,399847,60080,222652,0
11/29/2024,Middle East,2057609,3735791,7047781,66.40%,59.10%,45.70%,83001,37.80%,16.70%,5.90%,31341,13891,4867,194808,28.60%,19.70%,12.50%,73919,31.00%,16.90%,9.30%,1260050,32.60%,2969465,42.80%,2600943,411876,722972,3962680,1873378,1211723,0
11/29/2024,North Africa,2911649,5210540,9248128,74.00%,67.00%,56.80%,72250,34.30%,13.80%,6.20%,24753,9977,4453,184303,32.90%,22.20%,19.10%,64027,33.20%,18.80%,13.90%,1571649,28.40%,3812930,39.30%,3958031,426362,826147,5880145,2045159,1322824,0
11/29/2024,SSA,489475,988937,1789584,70.00%,56.60%,45.80%,24451,45.60%,18.40%,7.00%,11150,4503,1707,34262,37.60%,21.40%,15.90%,11964,40.50%,19.70%,12.20%,299771,31.20%,755450,44.20%,659856,159352,169729,952025,633300,204259,0
11/29/2024,Outside MEA,185115,370208,685164,69.50%,59.70%,49.60%,2039,41.90%,17.90%,7.70%,855,365,157,17345,28.20%,17.70%,13.20%,7227,29.30%,15.00%,10.10%,118350,32.50%,421158,51.30%,246079,15096,109033,400481,60502,224181,0
11/30/2024,Middle East,1843940,3710913,7042869,67.60%,62.30%,46.80%,62405,36.60%,16.10%,5.70%,22845,10035,3573,138560,26.80%,21.10%,12.00%,51696,29.40%,18.20%,9.10%,1278453,33.10%,2993420,42.90%,2579445,409220,722248,3979486,1864422,1198961,1
11/30/2024,North Africa,2904741,5148386,9227831,73.40%,67.80%,56.90%,74039,33.20%,12.70%,6.30%,24595,9390,4700,188334,33.00%,23.20%,19.70%,64358,32.90%,18.80%,13.80%,1598771,29.00%,3847058,39.50%,3922566,419554,806266,5887640,2029138,1311053,1
11/30/2024,SSA,511095,994791,1802177,69.50%,54.20%,45.00%,27351,45.90%,15.50%,7.50%,12555,4248,2046,39732,36.90%,18.90%,16.10%,13934,39.10%,17.50%,12.50%,301758,31.10%,755845,44.20%,667187,159473,168131,953436,639928,208813,1
11/30/2024,Outside MEA,185307,370849,687968,70.80%,61.30%,50.30%,2139,40.70%,16.50%,7.60%,870,352,163,16956,29.20%,16.90%,13.50%,7078,29.80%,14.00%,10.00%,120592,32.80%,421899,51.10%,247464,14384,109001,404289,61000,222679,1
12/1/2024,Middle East,1702056,3704939,6974190,70.90%,61.10%,50.00%,49223,40.00%,14.90%,6.30%,19692,7319,3113,111184,29.50%,18.90%,13.10%,39040,32.10%,16.50%,9.90%,1284709,33.30%,3058229,43.40%,2576178,407674,721087,3983742,1825753,1164695,0
12/1/2024,North Africa,2839352,5129284,9173212,70.10%,68.40%,55.00%,69878,29.60%,13.60%,5.80%,20706,9486,4049,181588,28.00%,24.10%,17.80%,60604,29.10%,19.80%,12.90%,1604738,29.10%,3921738,40.00%,3904544,420434,804306,5881085,2003787,1288340,0
12/1/2024,SSA,514705,997631,1809554,63.40%,54.30%,44.40%,27339,39.50%,15.30%,6.30%,10805,4173,1731,38788,28.50%,19.00%,14.70%,13521,32.30%,17.70%,11.30%,303345,31.30%,764765,44.50%,665569,160475,171587,955459,643602,210493,0
12/1/2024,Outside MEA,186927,372019,688567,67.30%,61.20%,50.10%,2204,37.50%,17.60%,7.30%,827,389,161,16793,25.20%,17.00%,12.70%,6918,26.00%,14.30%,9.60%,121663,32.90%,424558,51.10%,247782,14111,110126,406173,61334,221060,0
12/2/2024,Middle East,1667245,3697666,6935776,72.40%,59.70%,50.90%,47247,40.60%,14.10%,6.60%,19186,6671,3134,106647,30.80%,17.50%,14.00%,38102,33.50%,15.60%,10.40%,1270765,33.10%,3058264,43.50%,2566745,406848,724073,3972023,1807052,1156701,0
12/2/2024,North Africa,2582391,5120444,9088509,76.70%,69.30%,58.00%,50792,35.00%,13.30%,6.50%,17787,6743,3294,132105,34.40%,23.70%,19.60%,43675,34.40%,19.20%,13.80%,1529865,28.30%,3987127,40.50%,3866776,421981,831687,5854261,1967134,1267114,0
12/2/2024,SSA,457748,1003180,1800966,69.90%,57.40%,45.80%,21292,45.40%,16.00%,6.70%,9660,3416,1417,28163,35.30%,20.60%,14.70%,9889,40.10%,19.20%,12.20%,303612,31.30%,780002,45.00%,666846,162695,173639,951501,638859,210606,0
12/2/2024,Outside MEA,175291,374586,688892,71.80%,62.80%,52.00%,1824,41.40%,16.60%,7.30%,756,303,133,14324,29.00%,17.10%,13.30%,5873,29.80%,13.80%,9.60%,120355,32.90%,426329,50.90%,245133,14050,115403,411001,61158,216733,0
12/3/2024,Middle East,1710848,3709932,6928385,70.10%,60.30%,52.10%,51284,36.80%,13.80%,6.50%,18855,7074,3336,126624,28.10%,17.70%,14.20%,47639,28.80%,14.80%,10.20%,1241314,32.70%,3000242,43.10%,2554376,410377,745179,3955606,1804387,1168392,0
12/3/2024,North Africa,2752383,5165911,9072107,74.00%,68.10%,59.60%,60035,30.70%,12.90%,6.80%,18430,7751,4056,185119,30.80%,23.30%,20.00%,65915,28.80%,17.10%,12.80%,1483124,27.80%,3961366,40.40%,3857773,429414,878724,5835068,1955535,1281504,0
12/3/2024,SSA,463725,1010724,1793533,68.30%,57.30%,47.00%,22129,43.60%,16.30%,7.40%,9642,3606,1630,29293,33.60%,20.70%,16.10%,10697,36.60%,18.80%,12.80%,304990,31.30%,790929,45.70%,668761,165329,176634,940246,637375,215912,0
12/3/2024,Outside MEA,188735,385266,696518,71.00%,62.50%,53.80%,2222,42.80%,17.20%,9.00%,952,383,200,16726,27.80%,17.00%,14.10%,6588,26.20%,13.70%,9.90%,119236,32.10%,426650,50.40%,252509,14334,118423,420493,61280,214745,0
12/4/2024,Middle East,1714856,3737576,6945382,74.40%,59.90%,52.10%,64649,47.30%,19.70%,9.90%,30598,12708,6376,133144,36.90%,18.80%,15.20%,52663,36.50%,16.80%,11.30%,1207210,32.10%,2958306,42.80%,2553326,425335,758915,3949868,1819983,1175531,0
12/4/2024,North Africa,2797610,5262398,9121051,77.60%,67.40%,57.20%,75603,43.40%,19.60%,9.90%,32803,14847,7467,203647,41.00%,26.00%,20.90%,76579,36.60%,19.80%,14.00%,1438800,27.10%,3883310,40.00%,3866536,456077,939785,5825969,1978384,1316698,0
12/4/2024,SSA,460294,1020308,1807756,72.00%,57.60%,46.70%,25265,50.10%,19.70%,8.50%,12648,4973,2153,29914,40.40%,22.20%,16.10%,11651,42.80%,21.20%,12.90%,306822,31.40%,778777,45.40%,671276,169994,179038,938460,647124,222172,0
12/4/2024,Outside MEA,203326,401741,711622,70.50%,60.20%,51.80%,2635,46.20%,19.00%,8.10%,1217,500,214,19020,31.60%,16.80%,14.20%,7961,31.30%,14.10%,10.70%,117470,31.80%,424595,50.20%,251501,15105,135135,421629,62107,227886,0
12/5/2024,Middle East,1992015,3809424,7021737,72.10%,55.90%,48.90%,85018,46.20%,17.20%,8.80%,39283,14595,7457,194623,37.70%,16.90%,15.00%,74397,37.70%,15.20%,10.90%,1174697,31.30%,2932246,42.50%,2576736,442827,789861,3960709,1855440,1205588,0
12/5/2024,North Africa,3107289,5455044,9204694,77.70%,64.60%,56.70%,90883,45.00%,17.90%,9.50%,40878,16233,8595,283982,48.60%,27.00%,24.40%,103889,44.40%,21.90%,17.20%,1359616,25.80%,3834077,39.60%,3913679,493480,1047885,5838591,2008855,1357248,0
12/5/2024,SSA,493021,1034699,1826259,70.00%,56.40%,45.80%,27659,48.40%,18.90%,7.90%,13394,5221,2186,34998,39.20%,21.80%,16.50%,13494,42.60%,20.60%,13.70%,307381,31.30%,765465,44.90%,675435,175486,183778,939906,658320,228033,0
12/5/2024,Outside MEA,197340,399879,708357,69.90%,58.40%,49.40%,2764,46.70%,18.50%,7.10%,1290,512,197,21061,31.70%,17.20%,13.90%,8917,31.50%,14.60%,10.10%,115822,31.40%,422109,50.00%,252766,15827,131286,421267,63225,223865,0
12/6/2024,Middle East,2066956,3832955,7105076,67.90%,58.60%,46.40%,95721,42.20%,18.80%,7.80%,40423,18039,7510,203162,32.50%,19.50%,13.30%,83436,33.40%,17.30%,9.90%,1169934,31.30%,2922381,42.40%,2565857,455547,811551,3975927,1897726,1231423,0
12/6/2024,North Africa,3268431,5578289,9301166,76.50%,64.90%,54.60%,108232,42.50%,18.10%,8.50%,45988,19633,9246,264119,42.20%,24.90%,19.30%,109803,39.80%,21.10%,14.10%,1303590,25.00%,3823546,39.50%,3906950,529462,1141877,5858818,2050931,1391417,0
12/6/2024,SSA,487361,1039219,1844898,71.00%,57.40%,46.50%,28612,48.10%,20.00%,8.40%,13753,5712,2390,32352,40.80%,23.60%,17.30%,13425,41.90%,22.40%,14.40%,312871,31.60%,763154,44.80%,676066,179647,183506,941326,670664,232908,0
12/6/2024,Outside MEA,194413,398050,708348,70.10%,60.30%,49.80%,2655,46.50%,19.40%,8.20%,1235,515,217,19334,29.90%,17.30%,12.70%,8548,29.50%,15.00%,9.20%,116758,31.50%,421860,49.90%,253450,16443,128157,422931,64125,221292,0
12/7/2024,Middle East,1876862,3837154,7114914,67.70%,63.00%,48.30%,70827,40.50%,20.00%,7.40%,28684,14175,5251,144784,29.90%,21.80%,13.20%,59173,31.30%,18.60%,9.80%,1171888,31.60%,2949798,42.50%,2539025,463969,834160,3995243,1897624,1222047,0
12/7/2024,North Africa,3288330,5660948,9388324,73.90%,68.30%,51.00%,104821,40.10%,19.60%,7.30%,42058,20502,7674,233361,38.20%,27.80%,16.10%,97939,36.60%,23.90%,11.80%,1267942,24.60%,3803041,39.30%,3880444,560244,1220260,5878616,2092253,1417455,0
12/7/2024,SSA,490247,1034222,1862871,72.50%,58.70%,46.30%,27888,49.20%,20.00%,8.30%,13734,5580,2311,32643,43.50%,23.90%,16.60%,13668,44.80%,22.60%,13.40%,321224,32.30%,763003,44.60%,673567,180184,180471,945886,680246,236739,0
12/7/2024,Outside MEA,192071,399593,711006,70.70%,61.50%,50.40%,3843,44.00%,17.30%,6.70%,1690,666,259,18283,31.50%,18.00%,13.00%,8175,31.40%,15.50%,10.20%,116206,31.30%,422700,49.90%,254643,18147,126803,424126,66249,220631,0
12/8/2024,Middle East,1707028,3827241,7053197,73.50%,62.60%,49.90%,53527,44.30%,19.00%,7.20%,23703,10152,3844,106832,34.30%,20.00%,13.50%,43223,35.30%,17.50%,9.90%,1184400,32.00%,3015209,42.90%,2520539,468273,838429,4008399,1864625,1180173,0
12/8/2024,North Africa,3146521,5695355,9398770,76.40%,68.20%,48.20%,90793,42.20%,19.00%,6.00%,38270,17232,5481,196172,40.10%,26.60%,13.40%,82484,39.70%,22.90%,10.00%,1274113,24.80%,3844657,39.50%,3855171,581159,1259025,5888644,2098259,1411867,0
12/8/2024,SSA,505403,1020689,1877269,68.60%,58.50%,42.70%,28485,43.80%,20.60%,6.80%,12487,5863,1938,33766,36.50%,24.30%,13.20%,13749,38.00%,22.20%,10.20%,336345,33.70%,765041,44.60%,661286,181330,178073,948729,688098,240442,0
12/8/2024,Outside MEA,194088,402438,714513,70.20%,61.00%,48.50%,3350,39.40%,16.70%,5.80%,1321,558,195,18033,30.30%,18.20%,12.50%,8187,29.60%,16.20%,9.40%,117320,31.50%,424270,50.40%,254699,19293,128446,417589,67773,229151,0
12/9/2024,Middle East,1756471,3819971,7017331,72.00%,59.70%,49.00%,53940,43.90%,17.20%,6.90%,23660,9255,3724,113533,34.00%,18.00%,13.20%,45912,35.20%,16.30%,9.90%,1194256,32.30%,3022497,43.00%,2503410,474966,841595,4000693,1851498,1165140,0
12/9/2024,North Africa,3156401,5778142,9392535,76.10%,65.90%,49.30%,83280,42.50%,16.90%,6.00%,35420,14039,4956,179769,39.90%,23.70%,13.30%,75096,39.40%,20.30%,9.90%,1270053,24.80%,3882864,39.70%,3850391,613647,1314104,5886603,2096646,1409286,0
12/9/2024,SSA,485156,1017908,1876829,71.50%,58.40%,44.30%,23817,48.80%,20.10%,7.00%,11627,4796,1657,28224,41.80%,24.10%,14.70%,10850,43.20%,22.20%,11.20%,346720,34.60%,774340,44.90%,656460,183855,177593,952033,686043,238753,0
12/9/2024,Outside MEA,199556,414207,724718,70.30%,60.90%,49.10%,2660,40.30%,14.50%,6.40%,1073,385,171,16272,30.50%,17.70%,11.90%,6985,30.10%,15.10%,8.70%,118354,31.60%,425474,50.50%,256232,20129,137846,417786,68434,238498,0
12/10/2024,Middle East,1754565,3796068,7024866,72.70%,59.70%,50.10%,56192,43.80%,16.80%,7.10%,24629,9457,3996,115501,34.80%,17.90%,13.80%,47836,35.20%,15.60%,9.90%,1237257,33.30%,2969405,42.70%,2472675,479874,843519,3988460,1853290,1183116,0
12/10/2024,North Africa,3130492,5789135,9409402,76.20%,63.10%,49.40%,83416,41.20%,14.50%,5.60%,34399,12065,4661,169788,39.20%,20.80%,13.20%,74627,38.70%,17.70%,9.60%,1328158,25.70%,3849781,39.60%,3837753,637028,1314354,5871153,2107985,1430264,0
12/10/2024,SSA,484358,1008607,1874249,72.00%,57.80%,44.90%,23331,48.90%,19.90%,7.10%,11414,4653,1651,27771,42.50%,24.30%,14.90%,10690,44.20%,22.60%,11.80%,363004,35.90%,782828,45.10%,647720,185057,175830,954183,683894,236172,0
